2021-09-19 19:11:53,575 INFO  [main] - [org.springframework.context.annotation.AnnotationConfigApplicationContext] - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@757acd7b: startup date [Sun Sep 19 19:11:53 CST 2021]; root of context hierarchy
2021-09-19 19:12:04,320 INFO  [main] - [org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker] - Bean 'org.springframework.cloud.netflix.metrics.MetricsInterceptorConfiguration$MetricsRestTemplateConfiguration' of type [org.springframework.cloud.netflix.metrics.MetricsInterceptorConfiguration$MetricsRestTemplateConfiguration$$EnhancerBySpringCGLIB$$b0f52a2d] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-09-19 19:12:04,341 INFO  [main] - [org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker] - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$9ae286e9] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-09-19 19:12:05,145 INFO  [main] - [org.springframework.boot.context.embedded.tomcat.TomcatEmbeddedServletContainer] - Tomcat initialized with port(s): 7070 (http)
2021-09-19 19:12:05,161 INFO  [main] - [org.apache.catalina.core.StandardService] - Starting service [Tomcat]
2021-09-19 19:12:05,163 INFO  [main] - [org.apache.catalina.core.StandardEngine] - Starting Servlet Engine: Apache Tomcat/8.5.23
2021-09-19 19:12:05,487 INFO  [localhost-startStop-1] - [org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/]] - Initializing Spring embedded WebApplicationContext
2021-09-19 19:12:05,488 INFO  [localhost-startStop-1] - [org.springframework.web.context.ContextLoader] - Root WebApplicationContext: initialization completed in 6977 ms
2021-09-19 19:12:06,252 INFO  [localhost-startStop-1] - [org.springframework.boot.web.servlet.ServletRegistrationBean] - Mapping servlet: 'dispatcherServlet' to [/]
2021-09-19 19:12:06,258 INFO  [localhost-startStop-1] - [org.springframework.boot.web.servlet.FilterRegistrationBean] - Mapping filter: 'metricsFilter' to: [/*]
2021-09-19 19:12:06,259 INFO  [localhost-startStop-1] - [org.springframework.boot.web.servlet.FilterRegistrationBean] - Mapping filter: 'characterEncodingFilter' to: [/*]
2021-09-19 19:12:06,260 INFO  [localhost-startStop-1] - [org.springframework.boot.web.servlet.FilterRegistrationBean] - Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
2021-09-19 19:12:06,260 INFO  [localhost-startStop-1] - [org.springframework.boot.web.servlet.FilterRegistrationBean] - Mapping filter: 'httpPutFormContentFilter' to: [/*]
2021-09-19 19:12:06,260 INFO  [localhost-startStop-1] - [org.springframework.boot.web.servlet.FilterRegistrationBean] - Mapping filter: 'requestContextFilter' to: [/*]
2021-09-19 19:12:06,260 INFO  [localhost-startStop-1] - [org.springframework.boot.web.servlet.FilterRegistrationBean] - Mapping filter: 'webRequestLoggingFilter' to: [/*]
2021-09-19 19:12:06,260 INFO  [localhost-startStop-1] - [org.springframework.boot.web.servlet.FilterRegistrationBean] - Mapping filter: 'applicationContextIdFilter' to: [/*]
2021-09-19 19:12:07,699 INFO  [main] - [org.springframework.transaction.jta.JtaTransactionManager] - Using JTA UserTransaction: org.bytesoft.bytetcc.UserCompensableImpl@3aed69dd
2021-09-19 19:12:07,699 INFO  [main] - [org.springframework.transaction.jta.JtaTransactionManager] - Using JTA TransactionManager: org.bytesoft.bytetcc.TransactionManagerImpl@56e9a474
2021-09-19 19:12:07,992 WARN  [main] - [com.netflix.config.sources.URLConfigurationSource] - No URLs will be polled as dynamic configuration sources.
2021-09-19 19:12:07,992 INFO  [main] - [com.netflix.config.sources.URLConfigurationSource] - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2021-09-19 19:12:07,997 WARN  [main] - [com.netflix.config.sources.URLConfigurationSource] - No URLs will be polled as dynamic configuration sources.
2021-09-19 19:12:07,997 INFO  [main] - [com.netflix.config.sources.URLConfigurationSource] - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2021-09-19 19:12:08,800 INFO  [main] - [org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter] - Looking for @ControllerAdvice: org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@21baa903: startup date [Sun Sep 19 19:11:58 CST 2021]; parent: org.springframework.context.annotation.AnnotationConfigApplicationContext@757acd7b
2021-09-19 19:12:09,468 INFO  [main] - [org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping] - Mapped "{[/increase],methods=[POST]}" onto public void com.bytesvc.provider.controller.AccountController.increaseAmount(java.lang.String,double)
2021-09-19 19:12:09,470 INFO  [main] - [org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping] - Mapped "{[/decrease],methods=[POST]}" onto public void com.bytesvc.provider.controller.AccountController.decreaseAmount(java.lang.String,double)
2021-09-19 19:12:09,472 INFO  [main] - [org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping] - Mapped "{[/org/bytesoft/bytetcc/prepare/{xid}],methods=[POST]}" onto public int org.bytesoft.bytetcc.supports.springcloud.controller.CompensableCoordinatorController.prepare(java.lang.String,javax.servlet.http.HttpServletResponse)
2021-09-19 19:12:09,473 INFO  [main] - [org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping] - Mapped "{[/org/bytesoft/bytetcc/commit/{xid}/{opc}],methods=[POST]}" onto public void org.bytesoft.bytetcc.supports.springcloud.controller.CompensableCoordinatorController.commit(java.lang.String,boolean,javax.servlet.http.HttpServletResponse)
2021-09-19 19:12:09,473 INFO  [main] - [org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping] - Mapped "{[/org/bytesoft/bytetcc/rollback/{xid}],methods=[POST]}" onto public void org.bytesoft.bytetcc.supports.springcloud.controller.CompensableCoordinatorController.rollback(java.lang.String,javax.servlet.http.HttpServletResponse)
2021-09-19 19:12:09,474 INFO  [main] - [org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping] - Mapped "{[/org/bytesoft/bytetcc/recover/{flag}],methods=[GET]}" onto public javax.transaction.xa.Xid[] org.bytesoft.bytetcc.supports.springcloud.controller.CompensableCoordinatorController.recover(int,javax.servlet.http.HttpServletResponse)
2021-09-19 19:12:09,474 INFO  [main] - [org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping] - Mapped "{[/org/bytesoft/bytetcc/forget/{xid}],methods=[POST]}" onto public void org.bytesoft.bytetcc.supports.springcloud.controller.CompensableCoordinatorController.forget(java.lang.String,javax.servlet.http.HttpServletResponse)
2021-09-19 19:12:09,479 INFO  [main] - [org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping] - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
2021-09-19 19:12:09,480 INFO  [main] - [org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping] - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2021-09-19 19:12:09,597 INFO  [main] - [org.springframework.web.servlet.handler.SimpleUrlHandlerMapping] - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2021-09-19 19:12:09,597 INFO  [main] - [org.springframework.web.servlet.handler.SimpleUrlHandlerMapping] - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2021-09-19 19:12:09,731 INFO  [main] - [org.springframework.web.servlet.handler.SimpleUrlHandlerMapping] - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2021-09-19 19:12:15,694 INFO  [main] - [org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping] - Mapped "{[/features || /features.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2021-09-19 19:12:15,695 INFO  [main] - [org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping] - Mapped "{[/env/{name:.*}],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EnvironmentMvcEndpoint.value(java.lang.String)
2021-09-19 19:12:15,695 INFO  [main] - [org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping] - Mapped "{[/env || /env.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2021-09-19 19:12:15,695 INFO  [main] - [org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping] - Mapped "{[/trace || /trace.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2021-09-19 19:12:15,696 INFO  [main] - [org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping] - Mapped "{[/configprops || /configprops.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2021-09-19 19:12:15,696 INFO  [main] - [org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping] - Mapped "{[/dump || /dump.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2021-09-19 19:12:15,697 INFO  [main] - [org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping] - Mapped "{[/beans || /beans.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2021-09-19 19:12:15,698 INFO  [main] - [org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping] - Mapped "{[/refresh || /refresh.json],methods=[POST]}" onto public java.lang.Object org.springframework.cloud.endpoint.GenericPostableMvcEndpoint.invoke()
2021-09-19 19:12:15,701 INFO  [main] - [org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping] - Mapped "{[/auditevents || /auditevents.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public org.springframework.http.ResponseEntity<?> org.springframework.boot.actuate.endpoint.mvc.AuditEventsMvcEndpoint.findByPrincipalAndAfterAndType(java.lang.String,java.util.Date,java.lang.String)
2021-09-19 19:12:15,705 INFO  [main] - [org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping] - Mapped "{[/service-registry/instance-status],methods=[POST]}" onto public org.springframework.http.ResponseEntity<?> org.springframework.cloud.client.serviceregistry.endpoint.ServiceRegistryEndpoint.setStatus(java.lang.String)
2021-09-19 19:12:15,705 INFO  [main] - [org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping] - Mapped "{[/service-registry/instance-status],methods=[GET]}" onto public org.springframework.http.ResponseEntity org.springframework.cloud.client.serviceregistry.endpoint.ServiceRegistryEndpoint.getStatus()
2021-09-19 19:12:15,706 INFO  [main] - [org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping] - Mapped "{[/env],methods=[POST]}" onto public java.lang.Object org.springframework.cloud.context.environment.EnvironmentManagerMvcEndpoint.value(java.util.Map<java.lang.String, java.lang.String>)
2021-09-19 19:12:15,707 INFO  [main] - [org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping] - Mapped "{[/env/reset],methods=[POST]}" onto public java.util.Map<java.lang.String, java.lang.Object> org.springframework.cloud.context.environment.EnvironmentManagerMvcEndpoint.reset()
2021-09-19 19:12:15,708 INFO  [main] - [org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping] - Mapped "{[/health || /health.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.HealthMvcEndpoint.invoke(javax.servlet.http.HttpServletRequest,java.security.Principal)
2021-09-19 19:12:15,709 INFO  [main] - [org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping] - Mapped "{[/heapdump || /heapdump.json],methods=[GET],produces=[application/octet-stream]}" onto public void org.springframework.boot.actuate.endpoint.mvc.HeapdumpMvcEndpoint.invoke(boolean,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) throws java.io.IOException,javax.servlet.ServletException
2021-09-19 19:12:15,710 INFO  [main] - [org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping] - Mapped "{[/mappings || /mappings.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2021-09-19 19:12:15,711 INFO  [main] - [org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping] - Mapped "{[/archaius || /archaius.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2021-09-19 19:12:15,712 INFO  [main] - [org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping] - Mapped "{[/autoconfig || /autoconfig.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2021-09-19 19:12:15,714 INFO  [main] - [org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping] - Mapped "{[/loggers/{name:.*}],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.LoggersMvcEndpoint.get(java.lang.String)
2021-09-19 19:12:15,715 INFO  [main] - [org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping] - Mapped "{[/loggers/{name:.*}],methods=[POST],consumes=[application/vnd.spring-boot.actuator.v1+json || application/json],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.LoggersMvcEndpoint.set(java.lang.String,java.util.Map<java.lang.String, java.lang.String>)
2021-09-19 19:12:15,715 INFO  [main] - [org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping] - Mapped "{[/loggers || /loggers.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2021-09-19 19:12:15,716 INFO  [main] - [org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping] - Mapped "{[/metrics/{name:.*}],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.MetricsMvcEndpoint.value(java.lang.String)
2021-09-19 19:12:15,716 INFO  [main] - [org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping] - Mapped "{[/metrics || /metrics.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2021-09-19 19:12:15,717 INFO  [main] - [org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping] - Mapped "{[/info || /info.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2021-09-19 19:12:15,957 INFO  [main] - [org.springframework.ui.freemarker.SpringTemplateLoader] - SpringTemplateLoader for FreeMarker: using resource loader [org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@21baa903: startup date [Sun Sep 19 19:11:58 CST 2021]; parent: org.springframework.context.annotation.AnnotationConfigApplicationContext@757acd7b] and template loader path [classpath:/templates/]
2021-09-19 19:12:15,962 INFO  [main] - [org.springframework.web.servlet.view.freemarker.FreeMarkerConfigurer] - ClassTemplateLoader for Spring macros added to FreeMarker configuration
2021-09-19 19:12:16,962 WARN  [main] - [org.springframework.cloud.starter.eureka.EurekaStarterDeprecationWarningAutoConfiguration] - spring-cloud-starter-eureka is deprecated as of Spring Cloud Netflix 1.4.0, please migrate to spring-cloud-starter-netflix-eureka
2021-09-19 19:12:17,076 INFO  [main] - [org.springframework.jmx.export.annotation.AnnotationMBeanExporter] - Registering beans for JMX exposure on startup
2021-09-19 19:12:17,092 INFO  [main] - [org.springframework.jmx.export.annotation.AnnotationMBeanExporter] - Bean with name 'configurationPropertiesRebinder' has been autodetected for JMX exposure
2021-09-19 19:12:17,093 INFO  [main] - [org.springframework.jmx.export.annotation.AnnotationMBeanExporter] - Bean with name 'refreshEndpoint' has been autodetected for JMX exposure
2021-09-19 19:12:17,093 INFO  [main] - [org.springframework.jmx.export.annotation.AnnotationMBeanExporter] - Bean with name 'environmentManager' has been autodetected for JMX exposure
2021-09-19 19:12:17,094 INFO  [main] - [org.springframework.jmx.export.annotation.AnnotationMBeanExporter] - Bean with name 'serviceRegistryEndpoint' has been autodetected for JMX exposure
2021-09-19 19:12:17,096 INFO  [main] - [org.springframework.jmx.export.annotation.AnnotationMBeanExporter] - Bean with name 'refreshScope' has been autodetected for JMX exposure
2021-09-19 19:12:17,099 INFO  [main] - [org.springframework.jmx.export.annotation.AnnotationMBeanExporter] - Located managed bean 'environmentManager': registering with JMX server as MBean [org.springframework.cloud.context.environment:name=environmentManager,type=EnvironmentManager]
2021-09-19 19:12:17,116 INFO  [main] - [org.springframework.jmx.export.annotation.AnnotationMBeanExporter] - Located managed bean 'serviceRegistryEndpoint': registering with JMX server as MBean [org.springframework.cloud.client.serviceregistry.endpoint:name=serviceRegistryEndpoint,type=ServiceRegistryEndpoint]
2021-09-19 19:12:17,125 INFO  [main] - [org.springframework.jmx.export.annotation.AnnotationMBeanExporter] - Located managed bean 'refreshScope': registering with JMX server as MBean [org.springframework.cloud.context.scope.refresh:name=refreshScope,type=RefreshScope]
2021-09-19 19:12:17,140 INFO  [main] - [org.springframework.jmx.export.annotation.AnnotationMBeanExporter] - Located managed bean 'configurationPropertiesRebinder': registering with JMX server as MBean [org.springframework.cloud.context.properties:name=configurationPropertiesRebinder,context=21baa903,type=ConfigurationPropertiesRebinder]
2021-09-19 19:12:17,148 INFO  [main] - [org.springframework.jmx.export.annotation.AnnotationMBeanExporter] - Located managed bean 'refreshEndpoint': registering with JMX server as MBean [org.springframework.cloud.endpoint:name=refreshEndpoint,type=RefreshEndpoint]
2021-09-19 19:12:17,151 INFO  [main] - [org.springframework.boot.actuate.endpoint.jmx.EndpointMBeanExporter] - Registering beans for JMX exposure on startup
2021-09-19 19:12:17,168 INFO  [main] - [org.springframework.context.support.DefaultLifecycleProcessor] - Starting beans in phase 0
2021-09-19 19:12:17,178 INFO  [main] - [org.springframework.cloud.netflix.eureka.InstanceInfoFactory] - Setting initial instance status as: STARTING
2021-09-19 19:12:17,224 INFO  [main] - [com.netflix.discovery.DiscoveryClient] - Initializing Eureka in region us-east-1
2021-09-19 19:12:17,325 INFO  [main] - [com.netflix.discovery.provider.DiscoveryJerseyProvider] - Using JSON encoding codec LegacyJacksonJson
2021-09-19 19:12:17,325 INFO  [main] - [com.netflix.discovery.provider.DiscoveryJerseyProvider] - Using JSON decoding codec LegacyJacksonJson
2021-09-19 19:12:17,531 INFO  [main] - [com.netflix.discovery.provider.DiscoveryJerseyProvider] - Using XML encoding codec XStreamXml
2021-09-19 19:12:17,531 INFO  [main] - [com.netflix.discovery.provider.DiscoveryJerseyProvider] - Using XML decoding codec XStreamXml
2021-09-19 19:12:17,845 INFO  [main] - [com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver] - Resolving eureka endpoints via configuration
2021-09-19 19:12:18,390 INFO  [main] - [com.netflix.discovery.DiscoveryClient] - Disable delta property : false
2021-09-19 19:12:18,390 INFO  [main] - [com.netflix.discovery.DiscoveryClient] - Single vip registry refresh property : null
2021-09-19 19:12:18,390 INFO  [main] - [com.netflix.discovery.DiscoveryClient] - Force full registry fetch : false
2021-09-19 19:12:18,390 INFO  [main] - [com.netflix.discovery.DiscoveryClient] - Application is null : false
2021-09-19 19:12:18,390 INFO  [main] - [com.netflix.discovery.DiscoveryClient] - Registered Applications size is zero : true
2021-09-19 19:12:18,390 INFO  [main] - [com.netflix.discovery.DiscoveryClient] - Application version is -1: true
2021-09-19 19:12:18,390 INFO  [main] - [com.netflix.discovery.DiscoveryClient] - Getting all instance registry info from the eureka server
2021-09-19 19:12:18,587 INFO  [main] - [com.netflix.discovery.DiscoveryClient] - The response status is 200
2021-09-19 19:12:18,589 INFO  [main] - [com.netflix.discovery.DiscoveryClient] - Starting heartbeat executor: renew interval is: 30
2021-09-19 19:12:18,592 INFO  [main] - [com.netflix.discovery.InstanceInfoReplicator] - InstanceInfoReplicator onDemand update allowed rate per min is 4
2021-09-19 19:12:18,597 INFO  [main] - [com.netflix.discovery.DiscoveryClient] - Discovery Client initialized at timestamp 1632049938597 with initial instances count: 2
2021-09-19 19:12:18,609 INFO  [main] - [org.springframework.cloud.netflix.eureka.serviceregistry.EurekaServiceRegistry] - Registering application springcloud-sample-provider with eureka with status UP
2021-09-19 19:12:18,610 INFO  [main] - [com.netflix.discovery.DiscoveryClient] - Saw local status change event StatusChangeEvent [timestamp=1632049938610, current=UP, previous=STARTING]
2021-09-19 19:12:18,612 INFO  [DiscoveryClient-InstanceInfoReplicator-0] - [com.netflix.discovery.DiscoveryClient] - DiscoveryClient_SPRINGCLOUD-SAMPLE-PROVIDER/jp:springcloud-sample-provider:7070: registering service...
2021-09-19 19:12:18,617 INFO  [main] - [org.springframework.boot.actuate.endpoint.jmx.EndpointMBeanExporter] - Located managed bean 'auditEventsEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=auditEventsEndpoint]
